ord,emm,mun,yr,dextra,edon,inegi,ife,part,dmujer,incumbent,race.after,runnerup,part2nd,mg,ddied,drepe,drepg,dlegacy,who,prior.inc.part,inc.part.after,notes,source
20598,ver-13.048,COSOLEACAQUE,2007,0,30,30048,30050,pri-pvem-pna,1,GLADYS MERLIN CASTRO,Term-limited-p-lost,,prd,0.038069201,0,0,0,,,incumbent out,incumbent out,,
20599,ver-14.048,COSOLEACAQUE,2010,0,30,30048,30050,pan,0,CIRILO VAZQUEZ PARISSI,Term-limited-p-lost,,pri-pvem-prv,0.020381228,0,0,0,,,incumbent out,incumbent out,,
20600,ver-15.048,COSOLEACAQUE,2013,0,30,30048,30050,pri-pvem-pna,0,PONCIANO VAZQUEZ PARISSI,Term-limited-p-won,,prd,0.117171932,0,0,0,,,incumbent out,incumbent out,,
20601,ver-16.048,COSOLEACAQUE,2017,0,30,30048,30050,pri-pvem,0,CIRILO VAZQUEZ PARISSI,Term-limited-p-won,,morena,0.310879915,0,1,1,,,incumbent out,incumbent out,,
20602,ver-17.048,COSOLEACAQUE,2021,0,30,30048,30050,pan-pri-prd,0,PONCIANO VAZQUEZ PARISSI,2025,,pvem-pt-morena,0.336251863,0,,,,,incumbent out,2024,,
20603,ver-18.048,COSOLEACAQUE,2025,0,30,30048,30050,,,,,,,,,,,,,,,,
20607,ver-11.049,COTAXTLA,2000,0,30,30049,30051,prd,0,ALFONSO MUÑIZ MONTERO,Term-limited-p-lost,,pri,0.18334304,0,0,0,,,incumbent out,incumbent out,,
20608,ver-12.049,COTAXTLA,2004,0,30,30049,30051,pan,0,ADRIAN RIVERA LAGUNES,Term-limited-p-won,,prd-pt-conve,0.057142857,0,0,0,,,incumbent out,incumbent out,,
20609,ver-13.049,COTAXTLA,2007,0,30,30049,30051,pan,0,CIRILO PEÑA DEL VALLE,Term-limited-p-lost,,prd,0.092240543,0,0,0,,,incumbent out,incumbent out,,
20610,ver-14.049,COTAXTLA,2010,0,30,30049,30051,pri-pvem-prv,0,JOSE ANTONIO FLORES SUSANAGA,Term-limited-p-lost,,pan,0.006892848,0,0,0,,,incumbent out,incumbent out,,
20611,ver-15.049,COTAXTLA,2013,0,30,30049,30051,pan,0,HECTOR PEREZ CASTRO,Term-limited-p-won,,pri-pvem-pna,0.172923588,0,0,0,,,incumbent out,incumbent out,,
20612,ver-16.049,COTAXTLA,2017,0,30,30049,30051,pan-prd,0,DAVID MUÑIZ RIVERA,Term-limited-p-won,,mc,0.05416019,0,0,0,,,incumbent out,incumbent out,,
20613,ver-17.049,COTAXTLA,2021,0,30,30049,30051,pan,0,JOSE SATURNINO BELTRAN VASQUEZ,2025,,mc,0.046146602,0,,,,,incumbent out,2024,,
20614,ver-18.049,COTAXTLA,2025,0,30,30049,30051,,,,,,,,,,,,,,,,
20618,ver-11.050,COXQUIHUI,2000,0,30,30050,30052,pt,0,JUVENCIO GONZALEZ JUAREZ,Term-limited-p-lost,,pri-psn,0.023477157,0,0,0,,,incumbent out,incumbent out,,
20619,ver-12.050,COXQUIHUI,2004,0,30,30050,30052,pan,0,LEON HUMBERTO PEREZ CANDANEDO,Term-limited-p-lost,,pri-pvem,0.155819881,0,0,0,,,incumbent out,incumbent out,,
20620,ver-13.050,COXQUIHUI,2007,0,30,30050,30052,pri-pvem-pna-pasd,0,REVERIANO PEREZ VEGA,Term-limited-p-won,,pan,0.185304495,0,0,0,,,incumbent out,incumbent out,,
20621,ver-14.050,COXQUIHUI,2010,0,30,30050,30052,pri-pvem-prv,0,JOSE VELAZQUEZ MARTIN,Term-limited-p-won,,pan,0.017859823,0,0,0,,,incumbent out,incumbent out,,
20622,ver-15.050,COXQUIHUI,2013,0,30,30050,30052,pri-pvem-pna,0,REVERIANO PEREZ VEGA,Term-limited-p-lost,,pan,0.02689707,0,1,1,,,incumbent out,incumbent out,Preso 2019 por lider banda Los Pelones-hermano Fdo PV Leon asesinado 2023 ,
20623,ver-16.050,COXQUIHUI,2017,0,30,30050,30052,pan-prd,0,LAURO BECERRA GARCIA,Term-limited-p-won,,pri-pvem,0.078717565,0,0,0,,,incumbent out,incumbent out,,
20624,ver-17.050,COXQUIHUI,2021,0,30,30050,30052,pan,0,JUAN PABLO GOMEZ MENDOZA,2025,FERNANDO PEREZ VEGA,fxm,0.107677903,0,,,,,incumbent out,2024,,
20625,ver-18.050,COXQUIHUI,2025,0,30,30050,30052,,,,,,,,,,,,,,,,
20629,ver-11.051,COYUTLA,2000,0,30,30051,30053,pri,0,CAMERINO BASILIO PICAZO PEREZ,Term-limited-p-won,,prd,0.009758539,0,0,0,,,incumbent out,incumbent out,,
20630,ver-12.051,COYUTLA,2004,0,30,30051,30053,pri-pvem,0,JOSE BENITO PICAZO PEREZ,Term-limited-p-won,,prd-pt-conve,0.028215585,0,0,0,,,incumbent out,incumbent out,,
20631,ver-13.051,COYUTLA,2007,0,30,30051,30053,pri-pvem-pna-pasd,0,OMAR OCTAVIO GARCIA CASTILLO,Term-limited-p-won,,prd,0.034238489,0,0,0,,,incumbent out,incumbent out,,
20632,ver-14.051,COYUTLA,2010,0,30,30051,30053,pan-pna,0,FLORENCIO SOSA CANDANEDC,Term-limited-p-lost,,pri-pvem-prv,0.323408624,0,0,0,,,incumbent out,incumbent out,,
20633,ver-15.051,COYUTLA,2013,0,30,30051,30053,mc,0,JOSE BENITO PICASO PEREZ,Term-limited-p-lost,,pri-pvem-pna,0.029131986,0,0,0,,,incumbent out,incumbent out,,
20634,ver-16.051,COYUTLA,2017,0,30,30051,30053,pri-pvem,0,JESUS ANTONIO PICAZO GUTIERREZ,Term-limited-p-lost,,pan-prd,0.100858187,0,0,0,,,incumbent out,incumbent out,,
20635,ver-17.051,COYUTLA,2021,0,30,30051,30053,mc,0,JOSE BENITO PICAZO PEREZ,2025,,morena,0.048513674,0,,,,,incumbent out,2024,,
20636,ver-18.051,COYUTLA,2025,0,30,30051,30053,,,,,,,,,,,,,,,,
20640,ver-11.052,CUICHAPA,2000,0,30,30052,30054,pri,0,RENE RIVERA QUEZADA,Term-limited-p-won,,pan,0.158812137,0,0,0,,,incumbent out,incumbent out,,
20641,ver-12.052,CUICHAPA,2004,0,30,30052,30054,pri-pvem,0,JUAN MANUEL TORRES CAMACHO,Term-limited-p-won,,prd-pt-conve,0.077855382,0,1,1,,,incumbent out,incumbent out,,
20642,ver-13.052,CUICHAPA,2007,0,30,30052,30054,pri-pvem-pna-pasd,0,CARLOS EDUARDO SOTELO LEDEZMA,Term-limited-p-won,,pver,0.307575758,0,0,0,,,incumbent out,incumbent out,,
20643,ver-14.052,CUICHAPA,2010,0,30,30052,30054,pan-pna,0,JUAN MARIA ROSAS MEDINA,Term-limited-p-won,,pri-pvem-prv,0.114108252,0,0,0,,,incumbent out,incumbent out,,
20644,ver-15.052,CUICHAPA,2013,0,30,30052,30054,pri-pvem-pna,0,JUAN MANUEL TORRES CAMACHO,Term-limited-p-lost,,pan,0.055018703,0,1,1,,,incumbent out,incumbent out,,
20645,ver-16.052,CUICHAPA,2017,0,30,30052,30054,pan-prd,0,SERGIO DIAZ ORTIZ,Term-limited-p-lost,,pri-pvem,0.116290323,0,0,0,,,incumbent out,incumbent out,,
20646,ver-17.052,CUICHAPA,2021,0,30,30052,30054,pri,0,JUAN MANUEL TORRES CAMACHO,2025,,pan,0.076758737,0,,,,,incumbent out,2024,,
20647,ver-18.052,CUICHAPA,2025,0,30,30052,30054,,,,,,,,,,,,,,,,
20651,ver-11.053,CUITLAHUAC,2000,0,30,30053,30055,pri,0,GONZALO REYES MORALES,Term-limited-p-lost,,pan,0.190696624,0,0,0,,,incumbent out,incumbent out,,
20652,ver-12.053,CUITLAHUAC,2004,0,30,30053,30055,pan,0,ALEJANDRO CRISTOBAL HERNANDEZ ESPINOZA,Term-limited-p-lost,,pri-pvem,0.09664856,0,0,0,,,incumbent out,incumbent out,,
20653,ver-13.053,CUITLAHUAC,2007,0,30,30053,30055,pri-pvem-pna-pasd,0,MIGUEL LARA NEGRETE,Term-limited-p-won,,pan,0.18254783,0,0,0,,,incumbent out,incumbent out,,
20654,ver-14.053,CUITLAHUAC,2010,0,30,30053,30055,pan-pna,0,AMBROSIO BORBONIO ANNE,Term-limited-p-won,,pri-pvem-prv,0.223801653,0,0,0,,,incumbent out,incumbent out,,
20655,ver-15.053,CUITLAHUAC,2013,0,30,30053,30055,pan,0,JOSE RENE SALDAÑA URUETA,Term-limited-p-won,,pri-pvem-pna,0.018176287,0,0,0,,,incumbent out,incumbent out,,
20656,ver-16.053,CUITLAHUAC,2017,0,30,30053,30055,pan-prd,0,SANTIAGO GREGORIO MORALES RENDON,Term-limited-p-lost,,pvem,0.051347565,0,0,0,,,incumbent out,incumbent out,,
20657,ver-17.053,CUITLAHUAC,2021,0,30,30053,30055,pri,0,MARTIN RICO MARTINEZ,2025,,podemos,0.023627685,0,,,,,incumbent out,2024,,
20658,ver-18.053,CUITLAHUAC,2025,0,30,30053,30055,,,,,,,,,,,,,,,,
20662,ver-11.054,CHACALTIANGUIS,2000,0,30,30054,30056,pri,0,ELOY TORRES SOLANO,Term-limited-p-won,,pan-prd,0.288118307,0,0,0,,,incumbent out,incumbent out,,
20663,ver-12.054,CHACALTIANGUIS,2004,0,30,30054,30056,pri-pvem,0,JOSE MARTINEZ TORRES,Term-limited-p-won,,prd-pt-conve,0.084963129,0,0,0,,,incumbent out,incumbent out,,
20664,ver-13.054,CHACALTIANGUIS,2007,0,30,30054,30056,pri-pvem-pna-pasd,0,SAMUEL TORRES MONTALVO,Term-limited-p-won,,prd-pt-conve,0.110623487,0,0,0,,,incumbent out,incumbent out,,
20665,ver-14.054,CHACALTIANGUIS,2010,0,30,30054,30056,pan-pna,0,PORFIRIO SOLANO PEÑA,Term-limited-p-lost,,pri-pvem-prv,0.033033033,0,0,0,,,incumbent out,incumbent out,,
20666,ver-15.054,CHACALTIANGUIS,2013,0,30,30054,30056,ave,0,JOSE MARTINEZ TORRES,Term-limited-p-lost,,pt,0.229538905,0,1,1,,,incumbent out,incumbent out,,
20667,ver-16.054,CHACALTIANGUIS,2017,0,30,30054,30056,pan-prd,1,MAYRA JANETH TORRES DOMINGUEZ,Term-limited-p-lost,,pri-pvem,0.016060262,0,0,0,,,incumbent out,incumbent out,,
20668,ver-17.054,CHACALTIANGUIS,2021,0,30,30054,30056,pvem-pt-morena,1,BERTHA ISABEL MUÑOZ TORRES,2025,,podemos,0.008857267,0,,,,,incumbent out,2024,,
20669,ver-18.054,CHACALTIANGUIS,2025,0,30,30054,30056,,,,,,,,,,,,,,,,
20673,ver-11.055,CHALMA,2000,0,30,30055,30057,pvem,0,MARCELINO AZUARA ARG[UÜ]ELLES,Term-limited-p-lost,,pri,0.027964891,0,0,0,,,incumbent out,incumbent out,,
20674,ver-12.055,CHALMA,2004,0,30,30055,30057,prv,0,ROSENDO SANCHEZ FLORES,Term-limited-p-lost,,pri-pvem,0.019803685,0,0,0,,,incumbent out,incumbent out,,
20675,ver-13.055,CHALMA,2007,0,30,30055,30057,prd,0,JORGE FLORES LARA,Term-limited-p-won,,pver,0.093815357,0,0,0,,,incumbent out,incumbent out,,
20676,ver-14.055,CHALMA,2010,0,30,30055,30057,prd-pt-conve,0,HUMBERTO FLORES LARA,Term-limited-p-won,,pri-pvem-prv,0.050210971,0,0,0,,,incumbent out,incumbent out,,
20677,ver-15.055,CHALMA,2013,0,30,30055,30057,mc,0,JONATHAN ANGEL FLORES SANCHEZ,Term-limited-p-lost,,prd,0.017232095,0,0,0,,,incumbent out,incumbent out,,
20678,ver-16.055,CHALMA,2017,0,30,30055,30057,pan-prd,1,BERTHA MARIANA DE JESUS GALVAN ARG[UÜ]ELLES,Term-limited-p-lost,,pes,0.088276638,0,0,0,,,incumbent out,incumbent out,,
20679,ver-17.055,CHALMA,2021,0,30,30055,30057,pvem,0,JORGE FLORES LARA,2025,,mc,0.0418357,0,,,,,incumbent out,2024,,
20680,ver-18.055,CHALMA,2025,0,30,30055,30057,,,,,,,,,,,,,,,,
20684,ver-11.056,CHICONAMEL,2000,0,30,30056,30058,pri-parm,0,EMILIO CERECEDO HERNANDEZ,Term-limited-p-lost,,pan,0.004457652,0,0,0,,,incumbent out,incumbent out,,
20685,ver-12.056,CHICONAMEL,2004,0,30,30056,30058,prd-pt-conve,0,LEOPOLDO C. BAUTISTA FLORES,Term-limited-p-lost,,pri-pvem,0.239959839,0,1,1,,,incumbent out,incumbent out,,
20686,ver-13.056,CHICONAMEL,2007,0,30,30056,30058,pri-pvem-pna,0,ALDEGUNDO BARRAGAN FLORES,Term-limited-p-won,,conve,0.112960761,0,0,0,,,incumbent out,incumbent out,,
20687,ver-14.056,CHICONAMEL,2010,0,30,30056,30058,pri-pvem-prv,0,LUIS ALBERTO AZUARA CORONA,Term-limited-p-lost,,prd-pt-conve,0.004732328,0,0,0,,,incumbent out,incumbent out,,
20688,ver-15.056,CHICONAMEL,2013,0,30,30056,30058,prd,0,ALEJANDRO SANCHEZ FRANCO,Term-limited-p-won,,pri-pvem-pna,0.046271814,0,0,0,,,incumbent out,incumbent out,,
20689,ver-16.056,CHICONAMEL,2017,0,30,30056,30058,pan-prd,0,GEMINIANO HERNANDEZ HERNANDEZ,Term-limited-p-lost,,pri-pvem,0.03877551,0,0,0,,,incumbent out,incumbent out,,
20690,ver-17.056,CHICONAMEL,2021,1,30,30056,30058,prd,0,ALEJANDRO SANCHEZ FRANCO,2025,LUIS ALBERTO AZUARA CORONA,pt-morena,0.161979448,0,,,,,incumbent out,2024,,
20691,ver-18.056,CHICONAMEL,2025,1,30,30056,30058,,,,,,,,,,,,,,,,
20695,ver-11.057,CHICONQUIACO,2000,0,30,30057,30059,pri,1,ISABEL TRUJILLO CASTILLO,Term-limited-p-lost,,pt,0.029624893,0,0,0,,,incumbent out,incumbent out,,
20696,ver-12.057,CHICONQUIACO,2004,0,30,30057,30059,pan,0,ALEJANDRO COLORADO GARCIA,Term-limited-p-lost,,pri-pvem,0.199922511,0,0,0,,,incumbent out,incumbent out,,
20697,ver-13.057,CHICONQUIACO,2007,0,30,30057,30059,pri-pvem,0,NAZARIO PEREA AGUILAR,Term-limited-p-won,,pan,0.115462031,0,0,0,,,incumbent out,incumbent out,,
20698,ver-14.057,CHICONQUIACO,2010,0,30,30057,30059,pri-pvem-prv,1,MARICELA MORALES VIVEROS,Term-limited-p-won,,prd-pt-conve,0.046599704,0,0,0,,,incumbent out,incumbent out,,
20699,ver-15.057,CHICONQUIACO,2013,0,30,30057,30059,pri-pvem-pna,1,GUILLERMINA ZAMORA ORTEGA,Term-limited-p-won,,mc,0.199589081,0,0,0,,,incumbent out,incumbent out,,
20700,ver-16.057,CHICONQUIACO,2017,0,30,30057,30059,pri-pvem,0,NAZARIO PEREA AGUILAR,Term-limited-p-won,,pan-prd,0.161828636,0,1,1,,,incumbent out,incumbent out,,
20701,ver-17.057,CHICONQUIACO,2021,0,30,30057,30059,pvem-pt-morena,0,LUIS SILVESTRE MORALES VIVEROS,2025,,fxm,0.218346608,0,,,,,incumbent out,2024,,
20702,ver-18.057,CHICONQUIACO,2025,0,30,30057,30059,,,,,,,,,,,,,,,,
20706,ver-11.058,CHICONTEPEC,2000,0,30,30058,30060,pri-dsppn,0,UBALDO AGUILAR FLORES,Term-limited-p-lost,,pt,0.060561961,0,0,0,,,incumbent out,incumbent out,,
20707,ver-12.058,CHICONTEPEC,2004,0,30,30058,30060,prd-pt-conve,0,GONZALO VICENCIO FLORES,Term-limited-p-lost,,pri-pvem,0.269088495,0,0,0,,,incumbent out,incumbent out,,
20708,ver-13.058,CHICONTEPEC,2007,0,30,30058,30060,pri-pvem-pna-pasd,0,MARTIN NICOLAS CRUZ,Term-limited-p-lost,,prd,0.243546756,0,0,0,,,incumbent out,incumbent out,,
20709,ver-14.058,CHICONTEPEC,2010,0,30,30058,30060,pan,0,MANUEL FRANCISCO MARTINEZ MARTINEZ,Term-limited-p-won,,pri-pvem-prv,0.020798875,0,0,0,,,incumbent out,incumbent out,,
20710,ver-15.058,CHICONTEPEC,2013,0,30,30058,30060,pan,0,PEDRO TORIBIO MARTINEZ,Term-limited-p-lost,,pri-pvem-pna,0.117653837,0,0,0,,,incumbent out,incumbent out,,
20711,ver-16.058,CHICONTEPEC,2017,0,30,30058,30060,pri-pvem,0,PEDRO ADRIAN MARTINEZ ESTRADA,Term-limited-p-won,,pan-prd,0.033436986,0,0,0,,,incumbent out,incumbent out,,
20712,ver-17.058,CHICONTEPEC,2021,0,30,30058,30060,pan-pri-prd,0,ARMANDO FERNANDEZ DE LA CRUZ,2025,,pvem,0.105638804,0,,,,,incumbent out,2024,,
20713,ver-18.058,CHICONTEPEC,2025,0,30,30058,30060,,,,,,,,,,,,,,,,
20717,ver-11.059,CHINAMECA,2000,0,30,30059,30061,pri,0,MARCOS MORALES PATRACA,Term-limited-p-won,,prd,0.254045007,0,0,0,,,incumbent out,incumbent out,,
20718,ver-12.059,CHINAMECA,2004,0,30,30059,30061,pri-pvem,0,SALVADOR GUILLEN TORRES,Term-limited-p-won,,prd-pt-conve,0.30055918,0,0,0,,,incumbent out,incumbent out,,
20719,ver-13.059,CHINAMECA,2007,0,30,30059,30061,pri-pvem-pna-pasd,0,JAVIER ALEJANDRO TRUJILLO JARA,Term-limited-p-won,,pan,0.358325523,0,0,0,,,incumbent out,incumbent out,,
20720,ver-14.059,CHINAMECA,2010,0,30,30059,30061,pan-pna,0,MARTIN PADUA ZUÑIGA,Term-limited-p-won,,pri-pvem-prv,0.011691448,0,0,0,,,incumbent out,incumbent out,,
20721,ver-15.059,CHINAMECA,2013,0,30,30059,30061,pri-pvem-pna,0,VICTOR SALOMON CARMONA,Term-limited-p-won,,pt,0.085227273,0,0,0,,,incumbent out,incumbent out,,
20722,ver-16.059,CHINAMECA,2017,0,30,30059,30061,pna,0,JOSE ANTONIO CARMONA TROLLE,Term-limited-p-lost,,morena,0.0025922,0,0,0,,,incumbent out,incumbent out,,
20723,ver-17.059,CHINAMECA,2021,0,30,30059,30061,pvem-pt-morena,0,RAMIRO ALEMAN VALENCIA,2025,,pri,0.002235136,0,,,,,incumbent out,2024,,
20724,ver-18.059,CHINAMECA,2025,0,30,30059,30061,,,,,,,,,,,,,,,,
20728,ver-11.060,CHINAMPA DE GOROSTIZA,2000,0,30,30060,30062,pri-parm-psn-pas,0,BALTAZAR AVENDAÑO DELGADO,Term-limited-p-won,,pan,0.162156745,0,0,0,,,incumbent out,incumbent out,,
20729,ver-12.060,CHINAMPA DE GOROSTIZA,2004,0,30,30060,30062,pri-pvem,0,AQUILINO CASTELLANOS VALENTIN,Term-limited-p-lost,,pan,0.136557347,0,0,0,,,incumbent out,incumbent out,,https://www.alcalorpolitico.com/informacion/otorga-licencia-el-congreso-a-6-alcaldes-11730.html#.XeQf6llKiMA
20730,ver-13.060,CHINAMPA DE GOROSTIZA,2007,0,30,30060,30062,pan,0,BELISARIO BETANCURT SANTOS,Term-limited-p-lost,,pri-pvem-pna-pasd,0.059657218,0,0,0,,,incumbent out,incumbent out,,
20731,ver-14.060,CHINAMPA DE GOROSTIZA,2010,0,30,30060,30062,prd-pt-conve,0,BALTAZAR AVENDAÑO DELGADO,Term-limited-p-lost,,pan-pna,0.062252239,0,1,1,,,incumbent out,incumbent out,,
20732,ver-15.060,CHINAMPA DE GOROSTIZA,2013,0,30,30060,30062,pan,0,IGNACIO PONCE BETANCOURT,Term-limited-p-lost,,mc,0.394871124,0,0,0,,,incumbent out,incumbent out,,
20733,ver-16.060,CHINAMPA DE GOROSTIZA,2017,0,30,30060,30062,morena,0,LAZARO AVENDAÑO PARRILLA,Term-limited-p-lost,,pri-pvem,0.102941177,0,0,0,,,incumbent out,incumbent out,,
20734,ver-17.060,CHINAMPA DE GOROSTIZA,2021,0,30,30060,30062,pan,0,GABRIEL MORELOS FRANCISCO,2025,,morena,0.302152839,0,,,,,incumbent out,2024,,
20735,ver-18.060,CHINAMPA DE GOROSTIZA,2025,0,30,30060,30062,,,,,,,,,,,,,,,,
20739,ver-11.061,CHOAPAS--LAS,2000,0,30,30061,30063,pri-psn-dsppn,0,JUAN DIEGO AYALA ORTIZ,Term-limited-p-lost,,pan,0.06998846,0,0,0,,,incumbent out,incumbent out,,
20740,ver-12.061,CHOAPAS--LAS,2004,0,30,30061,30063,pan,0,RENATO TRONCO GOMEZ,Term-limited-p-won,,pri-pvem,0.416150607,0,0,0,,,incumbent out,incumbent out,,
20741,ver-13.061,CHOAPAS--LAS,2007,0,30,30061,30063,pan,0,ANTONIO POUCHOULEN CARDENAS,Term-limited-p-lost,,pri-pvem-pna,0.131873999,0,0,0,,,incumbent out,incumbent out,,
20742,ver-14.061,CHOAPAS--LAS,2010,0,30,30061,30063,pri-pvem-prv,0,RENATO TRONCO GOMEZ,Term-limited-p-lost,,pan-pna,0.306959513,0,1,1,,,incumbent out,incumbent out,,
20743,ver-15.061,CHOAPAS--LAS,2014,1,30,30061,30063,prd,0,MARCO ANTONIO ESTRADA MONTIEL,Term-limited-p-lost,CAROLINA LOPEZ AGUIRRE,pan,0.301653109,0,0,0,,,incumbent out,incumbent out,extraordinaria,https://60minutos.info/aventaja-prd-en-las-elecciones-extraordinarias-de-las-choapas/
20744,ver-16.061,CHOAPAS--LAS,2017,0,30,30061,30063,pt,0,MIGUEL ANGEL TRONCO GOMEZ,Term-limited-p-won,,pan-prd,0.266619911,0,0,0,,,incumbent out,incumbent out,,
20745,ver-17.061,CHOAPAS--LAS,2021,0,30,30061,30063,pvem-pt-morena,1,MARIELA HERNANDEZ GARCIA,2025,,pan-pri-prd,0.170084078,0,,,,,incumbent out,2024,,
20746,ver-18.061,CHOAPAS--LAS,2025,0,30,30061,30063,,,,,,,,,,,,,,,,
20750,ver-11.062,CHOCAMAN,2000,0,30,30062,30064,pri,0,JOEL OJEDA MARTINEZ,Term-limited-p-won,,prd,0.054392689,0,0,0,,,incumbent out,incumbent out,,
20751,ver-12.062,CHOCAMAN,2004,0,30,30062,30064,pri-pvem,0,ADALBERTO HERNANDEZ VAZQUEZ,Term-limited-p-lost,,prd-pt-conve,0.004310964,0,0,0,,,incumbent out,incumbent out,,
20752,ver-13.062,CHOCAMAN,2007,0,30,30062,30064,conve,0,ESTEBAN ESCAMILLA PRADO,Term-limited-p-lost,,pri-pvem-pna-pasd,0.080840151,0,0,0,,,incumbent out,incumbent out,,
20753,ver-14.062,CHOCAMAN,2010,0,30,30062,30064,pan-pna,0,DAVID GERVACIO JUAREZ,Term-limited-p-lost,,pri-pvem-prv,0.179555453,0,0,0,,,incumbent out,incumbent out,,
20754,ver-15.062,CHOCAMAN,2013,0,30,30062,30064,mc,0,LUCIO ALEJANDRO ROJAS RAMIREZ,Term-limited-p-lost,,prd,0.034354078,0,0,0,,,incumbent out,incumbent out,,
20755,ver-16.062,CHOCAMAN,2017,0,30,30062,30064,pan-prd,1,NORMA LIDIA ROJAS TREJO,Term-limited-p-lost,,pna,0.132760596,0,0,0,,,incumbent out,incumbent out,,
20756,ver-17.062,CHOCAMAN,2021,0,30,30062,30064,pvem,0,ERNESTO RUIZ GARCIA,2025,,prd,0.084685236,0,,,,,incumbent out,2024,,
20757,ver-18.062,CHOCAMAN,2025,0,30,30062,30064,,,,,,,,,,,,,,,,
20761,ver-11.063,CHONTLA,2000,0,30,30063,30065,pri-parm-psn,0,HUMBERTO PEREZ PARDAVE,Term-limited-p-won,,pan,0.16542948,0,0,0,,,incumbent out,incumbent out,,
20762,ver-12.063,CHONTLA,2004,0,30,30063,30065,pri-pvem,0,JOSE MANUEL PONCE TRINIDAD,Term-limited-p-lost,,pan,0.016276546,0,0,0,,,incumbent out,incumbent out,,
20763,ver-13.063,CHONTLA,2007,0,30,30063,30065,pan,0,JESUS SOSA DEL ANGEL,Term-limited-p-won,,pri-pvem-pna-pasd,0.209150327,0,0,0,,,incumbent out,incumbent out,,
20764,ver-14.063,CHONTLA,2010,0,30,30063,30065,pan,0,PEDRO MACARIO GONZALEZ PEREZ,Term-limited-p-lost,,pri-pvem-prv,0.126645421,0,0,0,,,incumbent out,incumbent out,,
20765,ver-15.063,CHONTLA,2013,0,30,30063,30065,pri-pvem-pna,0,AURELIO PEREZ PARDAVE,Term-limited-p-lost,,pan,0.210290238,0,0,0,,,incumbent out,incumbent out,,
20766,ver-16.063,CHONTLA,2017,0,30,30063,30065,pan-prd,0,ERIC ABRAHAM SOSA MAR,Term-limited-p-lost,,pri-pvem,0.218349635,0,0,0,,,incumbent out,incumbent out,,
20767,ver-17.063,CHONTLA,2021,0,30,30063,30065,pri,0,NESTOR ENRIQUE SOSA PEÑA,2025,,pan,0.045043773,0,,,,,incumbent out,2024,,
20768,ver-18.063,CHONTLA,2025,0,30,30063,30065,,,,,,,,,,,,,,,,
20772,ver-11.064,CHUMATLAN,2000,0,30,30064,30066,pri-parm-psn,0,MARCOS SANCHEZ LUNA,Term-limited-p-lost,,pvem,0.042892157,0,0,0,,,incumbent out,incumbent out,,
20773,ver-12.064,CHUMATLAN,2004,0,30,30064,30066,pan,0,MARIANO GOMEZ OLMOS,Term-limited-p-lost,,prv,0.088686754,0,0,0,,,incumbent out,incumbent out,,
20774,ver-13.064,CHUMATLAN,2007,0,30,30064,30066,pri-pvem,0,FERNANDO LAGARDE LUNA SALAZAR,Term-limited-p-lost,,pt,0.025588536,0,0,0,,,incumbent out,incumbent out,,
20775,ver-14.064,CHUMATLAN,2010,0,30,30064,30066,prd-pt-conve,0,RUTILIO ESPINOZA PEREZ,Term-limited-p-lost,,pri-pvem-prv,0.177830189,0,0,0,,,incumbent out,incumbent out,,
20776,ver-15.064,CHUMATLAN,2014,1,30,30064,30066,pri,0,ANSELMO GOMEZ OLMOS,Term-limited-p-lost,,pt,0.007058824,0,0,0,,,incumbent out,incumbent out,extraordinara,https://60minutos.info/aventaja-prd-en-las-elecciones-extraordinarias-de-las-choapas/
20777,ver-16.064,CHUMATLAN,2017,0,30,30064,30066,pna,0,EDGAR ESPINOZA SALAZAR,Term-limited-p-lost,,pan-prd,0.05775076,0,0,0,,,incumbent out,incumbent out,,
20778,ver-17.064,CHUMATLAN,2021,0,30,30064,30066,pt,0,EZEQUIEL ESPINOZA SALAZAR,2025,,prd,0.03070508,0,,,,,incumbent out,2024,,
20779,ver-18.064,CHUMATLAN,2025,0,30,30064,30066,,,,,,,,,,,,,,,,
20783,ver-11.065,EMILIANO ZAPATA,2000,0,30,30065,30067,pri-psn,0,LEONARDO RETURETA SALAS,Term-limited-p-lost,,prd,0.113433246,0,0,0,,,incumbent out,incumbent out,,
20784,ver-12.065,EMILIANO ZAPATA,2004,0,30,30065,30067,pan,0,ADRIAN VAZQUEZ MENDOZA,Term-limited-p-lost,,pri-pvem,0.010708578,0,0,0,,,incumbent out,incumbent out,,
20785,ver-13.065,EMILIANO ZAPATA,2007,0,30,30065,30067,pri-pvem-pna-pasd,0,FERNANDO RETURETA GARCIA,Term-limited-p-won,,conve,0.244937463,0,0,0,,,incumbent out,incumbent out,,
20786,ver-14.065,EMILIANO ZAPATA,2010,0,30,30065,30067,pri-pvem-prv,0,CARLOS ERNESTO HERNANDEZ HERNANDEZ,Term-limited-p-lost,,prd-pt-conve,0.064565442,0,0,0,,,incumbent out,incumbent out,,
20787,ver-15.065,EMILIANO ZAPATA,2013,0,30,30065,30067,prd,0,DANIEL OLMOS GARCIA,Term-limited-p-lost,,pri-pvem-pna,0.154136406,0,0,0,,,incumbent out,incumbent out,,
20788,ver-16.065,EMILIANO ZAPATA,2017,1,30,30065,30067,pt-morena-pes,0,JORGE ALBERTO MIER ACOLT,Term-limited-p-won,,pan-prd,0.125756084,0,0,0,,,incumbent out,incumbent out,,
